,ID,trial,TargetPosition,RT,ampWinner,ampAveraging
703,703,103,90,828,93,32.76452768017963
704,704,104,90,846,97,31.09765831985076
705,705,105,90,847,95,32.11256271574304
706,706,106,90,862,98,32.18023969398702
707,707,107,90,860,98,34.846396788532864
708,708,108,90,861,97,33.29613596001527
709,709,109,90,830,94,31.70412857920396
710,710,110,90,843,98,30.067620630291906
711,711,111,90,843,96,32.27213633220351
712,712,112,90,874,96,33.383244541048974
713,713,113,90,866,102,34.954782653460356
714,714,114,90,831,97,30.89062443333059
715,715,115,90,822,96,28.876750950466732
716,716,116,90,834,95,30.737164942549263
717,717,117,90,841,99,30.44612645992799
718,718,118,90,832,92,31.15302263083986
719,719,119,90,864,96,34.0383379972898
720,720,120,90,831,96,30.32593040798915
721,721,121,90,862,98,33.92199440547601
722,722,122,90,866,94,34.0261814549213
723,723,123,90,848,92,30.51196662851191
724,724,124,90,861,98,30.47207464544883
725,725,125,90,838,94,29.77075808474364
726,726,126,90,878,94,33.03990952852669
727,727,127,90,856,95,36.26648066352837
728,728,128,90,853,97,32.60928397870092
729,729,129,90,857,94,32.99570416172809
730,730,130,90,822,95,31.386105572606642
731,731,131,90,850,101,34.67852429985842
732,732,132,90,832,93,30.31590732468371
733,733,133,90,846,101,32.949780733425605
734,734,134,90,829,97,29.79180026381608
735,735,135,90,841,97,32.7532153376666
736,736,136,90,821,94,30.505543316560853
737,737,137,90,831,96,32.72941859585425
738,738,138,90,884,97,35.09711945162177
739,739,139,90,838,94,29.843076447552967
740,740,140,90,847,93,32.43823682975215
741,741,141,90,838,102,32.72080514870151
742,742,142,90,814,93,29.236657025353463
743,743,143,90,831,97,29.58368630592089
744,744,144,90,856,94,33.69930341218055
745,745,145,90,834,99,29.477302569108872
746,746,146,90,859,93,31.848180947891546
747,747,147,90,849,97,31.603693372664615
748,748,148,90,832,96,29.247906175291543
749,749,149,90,841,91,32.98075285568595
750,750,150,90,863,100,34.713036094620655
751,751,151,90,860,93,33.35119606872861
752,752,152,90,850,100,33.85837013041596
753,753,153,90,833,97,29.495093142576223
754,754,154,90,831,98,31.58603825315897
755,755,155,90,871,93,32.26944434741059
756,756,156,90,835,101,31.57730562148995
757,757,157,90,834,95,30.176030322111107
758,758,158,90,858,98,33.17172376202549
759,759,159,90,869,93,33.882732801148414
760,760,160,90,839,93,30.305486679420117
761,761,161,90,852,101,33.58862271023944
